price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
0,4400,3,1,2,1,0,0,0,0,0,0,0
0,3000,3,1,2,0,0,0,0,0,0,0,0
0,3210,3,1,2,1,0,1,0,0,0,0,0
0,3240,2,1,1,0,1,0,0,0,1,0,0
0,3000,2,1,1,1,0,0,0,0,1,0,0
0,3500,2,1,1,1,1,0,0,0,0,0,0
0,4840,2,1,2,1,0,0,0,0,0,0,0
0,7700,2,1,1,1,0,0,0,0,0,0,0
0,3635,2,1,1,0,0,0,0,0,0,0,0
0,2475,3,1,2,1,0,0,0,0,0,0,0
0,2787,4,2,2,1,0,0,0,0,0,0,0
0,3264,2,1,1,1,0,0,0,0,0,0,0
0,3640,2,1,1,1,0,0,0,0,0,0,0
0,3180,2,1,1,1,0,0,0,0,0,0,0
0,1836,2,1,1,0,0,1,0,0,0,0,0
0,3970,1,1,1,0,0,0,0,0,0,0,0
0,3970,3,1,2,1,0,1,0,0,0,0,0
0,1950,3,1,1,0,0,0,1,0,0,0,0
0,5300,3,1,1,0,0,0,0,1,0,1,0
0,3000,2,1,1,0,0,0,0,0,0,0,0
0,2400,3,1,2,1,0,0,0,0,0,0,0
0,3000,4,1,2,1,0,0,0,0,0,0,0
0,3360,2,1,1,1,0,0,0,0,1,0,0
0,3420,5,1,2,0,0,0,0,0,0,0,0
0,1700,3,1,2,1,0,0,0,0,0,0,0
0,3649,2,1,1,1,0,0,0,0,0,0,0
0,2990,2,1,1,0,0,0,0,0,1,0,0
0,3000,2,1,1,1,0,1,0,0,2,0,0
0,2400,3,1,1,0,0,0,0,0,0,0,0
0,3620,2,1,1,1,0,0,0,0,0,0,0
0,2910,3,1,1,0,0,0,0,0,0,0,0
0,3850,3,1,2,1,0,0,0,0,0,0,0
